-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
-1.05653,0.455274,-1.57431,1.36792,2.67823,1.75123,0.420928
