0.131173,0.0194221,-0.131146,-0.0776662,-0.0223068,0.0130716,-0.0230671
0.131174,0.0194134,-0.131147,-0.0776686,-0.0223099,0.0130742,-0.0230429
0.131182,0.0194226,-0.131146,-0.0776667,-0.0223074,0.0130721,-0.0230588
0.131182,0.0194226,-0.131146,-0.0776667,-0.0223074,0.0130721,-0.0230588
0.131182,0.0194204,-0.131145,-0.0776641,-0.0223214,0.0130695,-0.0230657
0.131173,0.0194117,-0.131146,-0.077658,-0.0223073,0.0130893,-0.0230588
0.131173,0.0194117,-0.131146,-0.077658,-0.0223073,0.0130893,-0.0230588
0.131174,0.0194125,-0.131147,-0.0776676,-0.0223085,0.013073,-0.0230594
0.131174,0.0194125,-0.131147,-0.0776676,-0.0223085,0.013073,-0.0230594
0.131173,0.0194111,-0.131137,-0.0776659,-0.0223236,0.0130713,-0.0230582
0.131173,0.0194111,-0.131137,-0.0776659,-0.0223236,0.0130713,-0.0230582
0.131173,0.0194107,-0.131146,-0.0776653,-0.0223057,0.0130879,-0.0230665
0.131173,0.0194107,-0.131146,-0.0776653,-0.0223057,0.0130879,-0.0230665
0.131182,0.019412,-0.131147,-0.077667,-0.0223078,0.0130724,-0.0230676
0.131182,0.019412,-0.131147,-0.077667,-0.0223078,0.0130724,-0.0230676
0.131182,0.019412,-0.131147,-0.077667,-0.0223078,0.0130724,-0.0230676
0.131182,0.0194206,-0.131154,-0.0776644,-0.0223217,0.0130697,-0.0230572
0.131182,0.0194206,-0.131154,-0.0776644,-0.0223217,0.0130697,-0.0230572
0.131173,0.0194101,-0.131154,-0.0776647,-0.0223221,0.01307,-0.023066
0.131182,0.019412,-0.131147,-0.077667,-0.0223078,0.0130724,-0.0230676
0.131182,0.0194127,-0.131147,-0.0776591,-0.0223088,0.0130732,-0.0230681
0.131182,0.0194105,-0.131154,-0.0776652,-0.0223227,0.0130706,-0.0230578
0.131173,0.0194106,-0.131154,-0.0776652,-0.0223228,0.0130706,-0.0230578
0.131173,0.0194101,-0.131154,-0.0776647,-0.0223221,0.01307,-0.023066
0.131173,0.0194219,-0.131155,-0.0776659,-0.0223064,0.0130713,-0.0230669
0.131173,0.0194217,-0.131146,-0.0776657,-0.0223061,0.013071,-0.0230753
0.131173,0.0194217,-0.131146,-0.0776657,-0.0223061,0.013071,-0.0230753
0.131182,0.0194122,-0.131155,-0.0776672,-0.0223081,0.0130727,-0.0230591
