ROS Seconds,ROS Nanoseconds,X,Y,Z,Rx0,Rx1,Rx2,Ry0,Ry1,Ry2,Rz0,Rz1,Rz2
1685629176,921841008,-8.74501,27.9625,-133.397,-0.969882,0.230547,0.0785973,-0.234656,-0.970908,-0.0477,0.0653137,-0.0647067,0.995766
1685629176,946876021,-8.88206,28.4694,-133.333,-0.969551,0.232414,0.0771635,-0.236277,-0.97063,-0.0452865,0.0643719,-0.0621395,0.995989
1685629176,971822952,-9.02244,28.9516,-133.313,-0.969205,0.234333,0.0756949,-0.237937,-0.970345,-0.0426296,0.0634606,-0.0593275,0.996221
1685629176,996862119,-9.1739,29.4146,-133.25,-0.968889,0.236121,0.0741693,-0.239515,-0.97004,-0.0406717,0.0623438,-0.057171,0.996415
1685629177,21806740,-9.30289,29.886,-133.207,-0.968549,0.237955,0.0727281,-0.241148,-0.969716,-0.0387056,0.0613154,-0.0550266,0.996601
1685629177,46814984,-9.42344,30.3541,-133.185,-0.968286,0.239426,0.0713932,-0.242459,-0.969446,-0.037253,0.0602926,-0.0533815,0.996753
1685629177,71846252,-9.53834,30.8502,-133.152,-0.967973,0.241144,0.0698401,-0.243993,-0.969127,-0.0354994,0.0591234,-0.051403,0.996926
1685629177,96764722,-9.65592,31.3408,-133.155,-0.967613,0.242958,0.068536,-0.245636,-0.968777,-0.0336808,0.058213,-0.0494249,0.997081
1685629177,121850803,-9.81214,31.7975,-133.074,-0.967271,0.244699,0.0671434,-0.247161,-0.968476,-0.0310854,0.0574202,-0.0466632,0.997257
1685629177,146778925,-9.97198,32.2885,-132.995,-0.966882,0.246605,0.0657597,-0.248857,-0.968122,-0.0284645,0.056644,-0.0438866,0.997428
1685629177,171858140,-10.0391,32.78,-132.984,-0.966575,0.248182,0.0643246,-0.250276,-0.967806,-0.026715,0.0556236,-0.0419209,0.997573
1685629177,196762188,-10.1558,33.246,-132.961,-0.966259,0.24982,0.0627236,-0.251736,-0.967482,-0.0246488,0.0545262,-0.0396068,0.997729
1685629177,221753518,-10.2316,33.7026,-132.951,-0.965907,0.251537,0.0612602,-0.253296,-0.967121,-0.0227527,0.0535229,-0.037494,0.997864
1685629177,246750038,-10.2602,34.1701,-132.974,-0.965562,0.253112,0.0601987,-0.254731,-0.966788,-0.0208114,0.0529317,-0.0354291,0.997971
1685629177,271749196,-10.3091,34.5246,-133.001,-0.965182,0.254846,0.05896,-0.256309,-0.966416,-0.0186086,0.0522376,-0.0330727,0.998088
1685629177,296773299,-10.373,34.8954,-133.043,-0.964751,0.25665,0.0581986,-0.258052,-0.965966,-0.0178869,0.0516272,-0.0322746,0.998146
1685629177,321723987,-10.4535,35.2341,-133.065,-0.964386,0.258251,0.0571446,-0.25955,-0.965589,-0.0164814,0.0509219,-0.0307263,0.99823
1685629177,346752078,-10.5357,35.5957,-133.071,-0.964078,0.259713,0.0557038,-0.260895,-0.965251,-0.0149727,0.0498796,-0.0289677,0.998336
1685629177,371764578,-10.6149,35.9247,-133.091,-0.963772,0.261176,0.0541349,-0.262231,-0.964914,-0.0132761,0.0487681,-0.0269909,0.998447
1685629177,396767552,-10.7007,36.2917,-133.122,-0.963405,0.262782,0.0528806,-0.263742,-0.964519,-0.0119465,0.047865,-0.0254562,0.998529
1685629177,421693079,-10.7996,36.6403,-133.141,-0.963057,0.264295,0.0516573,-0.265147,-0.964154,-0.0102647,0.0470926,-0.0235822,0.998614
1685629177,446687329,-10.8854,36.9596,-133.189,-0.962683,0.265872,0.0505323,-0.266618,-0.963765,-0.00852576,0.0464345,-0.0216804,0.998688
1685629177,471712665,-10.9485,37.2443,-133.21,-0.962324,0.267402,0.0492872,-0.268046,-0.963382,-0.00683821,0.0456539,-0.0197918,0.99876
1685629177,496724744,-11.0463,37.5343,-133.234,-0.961928,0.269024,0.04818,-0.269582,-0.962962,-0.00537347,0.0449499,-0.0181573,0.998827
1685629177,521676160,-11.1141,37.773,-133.266,-0.961569,0.270523,0.0469176,-0.270998,-0.962572,-0.00394649,0.0440939,-0.0165094,0.99889
1685629177,546789111,-11.1783,38.0336,-133.291,-0.961195,0.272,0.0460381,-0.272396,-0.962182,-0.00243972,0.0436335,-0.0148856,0.998938
1685629177,571712386,-11.1543,38.2839,-133.345,-0.960838,0.273478,0.0447119,-0.273777,-0.961793,-0.000579775,0.0428451,-0.0127982,0.998998
1685629177,596671475,-11.203,38.5301,-133.382,-0.960475,0.274917,0.043682,-0.275152,-0.961401,0.000662626,0.0421781,-0.0113827,0.999046
1685629177,621702636,-11.2506,38.7452,-133.385,-0.960147,0.276272,0.0423339,-0.276437,-0.96103,0.0020115,0.0412399,-0.00977131,0.999103
1685629177,646786274,-11.3179,38.9729,-133.385,-0.959834,0.277539,0.0411133,-0.277617,-0.960684,0.00392903,0.0405873,-0.00764251,0.999146
1685629177,670707116,-11.392,39.2573,-133.415,-0.959477,0.278883,0.0403496,-0.278927,-0.960301,0.00464268,0.0400425,-0.00680005,0.999174
1685629177,695709638,-11.4744,39.4981,-133.457,-0.959106,0.280262,0.0396146,-0.280262,-0.959907,0.00568324,0.0396191,-0.00565162,0.999196
1685629177,720777981,-11.5394,39.6812,-133.485,-0.958778,0.281521,0.0386195,-0.281454,-0.959547,0.00726644,0.0391029,-0.00390271,0.99923
1685629177,745700277,-11.5816,39.8683,-133.504,-0.958421,0.282871,0.0375957,-0.282739,-0.959156,0.00887942,0.0385719,-0.00211957,0.999253
1685629177,770838696,-11.573,40.0953,-133.57,-0.958067,0.284195,0.036617,-0.284015,-0.958766,0.0101168,0.0379822,-0.000707253,0.999277
1685629177,795712084,-11.5772,40.2611,-133.639,-0.957695,0.285587,0.035506,-0.285362,-0.958353,0.0113533,0.0372696,0.000740985,0.999307
1685629177,820659348,-11.5748,40.3908,-133.698,-0.95733,0.286955,0.0342847,-0.286678,-0.957941,0.0128492,0.0365299,0.00247225,0.999331
1685629177,845701666,-11.6307,40.5499,-133.697,-0.95695,0.288319,0.0334466,-0.287977,-0.957524,0.0147361,0.0362746,0.00446989,0.999332
1685629177,870707500,-11.6324,40.8037,-133.753,-0.956644,0.289443,0.0324682,-0.289083,-0.95718,0.0153896,0.0355324,0.00533638,0.999355
1685629177,895711663,-11.6838,41.0739,-133.8,-0.956315,0.290647,0.0314084,-0.290256,-0.956807,0.0164539,0.0348341,0.00661858,0.999371
1685629177,920701998,-11.6826,41.3075,-133.862,-0.955963,0.291882,0.0306493,-0.291455,-0.956421,0.0176832,0.034475,0.00797162,0.999373
1685629177,945706109,-11.7337,41.5443,-133.877,-0.955617,0.29308,0.0299944,-0.292611,-0.956041,0.0190712,0.0342652,0.00944806,0.999369
1685629177,970723847,-11.743,41.6993,-133.92,-0.95531,0.2942,0.0288048,-0.293696,-0.955679,0.0205147,0.0335636,0.0111381,0.999375
1685629177,995668289,-11.8079,41.9122,-133.987,-0.954984,0.295327,0.0280689,-0.294813,-0.955323,0.0210523,0.0330322,0.0118296,0.999384
1685629178,20663247,-11.8534,42.0312,-134.053,-0.954683,0.296419,0.0267541,-0.295852,-0.954952,0.0231976,0.0324251,0.0142311,0.999374
1685629178,45702723,-11.8712,42.1223,-134.142,-0.954324,0.297686,0.0254845,-0.297082,-0.954526,0.024963,0.0317568,0.0162518,0.999364
1685629178,70682299,-11.9943,42.2577,-134.155,-0.953974,0.298812,0.0253919,-0.298217,-0.954177,0.0247597,0.0316269,0.0160478,0.999372
1685629178,95657539,-12.096,42.443,-134.226,-0.953656,0.299831,0.0253336,-0.299241,-0.95386,0.0246214,0.031547,0.0158994,0.999376
1685629178,120660464,-12.1102,42.6011,-134.343,-0.953352,0.300839,0.0248173,-0.300222,-0.953522,0.0257544,0.0314118,0.0171023,0.999361
1685629178,145618686,-12.0583,42.6373,-134.434,-0.953015,0.301982,0.023851,-0.301342,-0.953132,0.0270709,0.0309081,0.0186117,0.999347
1685629178,170728195,-12.0366,42.6336,-134.473,-0.952683,0.303097,0.0229734,-0.302449,-0.952758,0.0278697,0.0303354,0.0196027,0.999348
1685629178,195635069,-11.9674,42.6821,-134.544,-0.952359,0.304159,0.0223404,-0.303512,-0.952409,0.0282444,0.029868,0.0201182,0.99935
1685629178,220648288,-11.9105,42.7577,-134.629,-0.952008,0.305304,0.021703,-0.304645,-0.952022,0.0290962,0.0295449,0.0210881,0.999343
1685629178,245645712,-11.8585,42.7648,-134.683,-0.951652,0.306462,0.0209635,-0.305771,-0.951609,0.0307203,0.0293637,0.022825,0.999308
1685629178,270580115,-11.8144,42.7539,-134.734,-0.951301,0.307595,0.0202792,-0.306893,-0.951217,0.0316727,0.0290322,0.0239067,0.999292
1685629178,295742070,-11.7402,42.7763,-134.829,-0.950977,0.308654,0.0193974,-0.307957,-0.950855,0.0322106,0.028386,0.024658,0.999292
1685629178,320578145,-11.6754,42.7673,-134.912,-0.950639,0.309753,0.0184222,-0.309045,-0.950458,0.0334867,0.0278821,0.0261405,0.999269
1685629178,345562551,-11.5843,42.7377,-135.033,-0.950308,0.310817,0.0175363,-0.310089,-0.95006,0.0350854,0.0275656,0.0279041,0.99923
1685629178,370701511,-11.6192,42.7281,-135.109,-0.949949,0.311906,0.0176578,-0.311155,-0.949687,0.0357459,0.0279187,0.0284625,0.999205
1685629178,395609606,-11.6714,42.7386,-135.19,-0.949679,0.31274,0.0174365,-0.31199,-0.949405,0.0359645,0.0278019,0.0287147,0.999202
1685629178,420581214,-11.6691,42.7351,-135.315,-0.949413,0.313577,0.0168616,-0.312828,-0.949108,0.0364961,0.0274479,0.0293751,0.99919
1685629178,445576903,-11.6485,42.7103,-135.418,-0.949144,0.314421,0.0162555,-0.313675,-0.948807,0.0370467,0.0270716,0.0300637,0.999182
1685629178,470573333,-11.5729,42.6625,-135.551,-0.948817,0.315436,0.0156823,-0.314693,-0.94845,0.0375523,0.0267192,0.0306951,0.999172
1685629178,495568712,-11.579,42.5534,-135.634,-0.948493,0.316422,0.0154106,-0.315667,-0.948096,0.0383249,0.0267375,0.0314863,0.999147
1685629178,520577367,-11.5462,42.4383,-135.703,-0.948181,0.317382,0.0148597,-0.316621,-0.947742,0.0391852,0.0265198,0.0324498,0.999124
1685629178,545521389,-11.5006,42.3058,-135.801,-0.947865,0.318354,0.0142129,-0.317597,-0.947389,0.039828,0.0261446,0.0332376,0.999103
1685629178,570517687,-11.4612,42.1516,-135.869,-0.947568,0.319252,0.0138691,-0.318491,-0.947065,0.040387,0.0260285,0.0338523,0.999089
1685629178,595496990,-11.4063,41.9839,-135.957,-0.947258,0.320182,0.013644,-0.319422,-0.946741,0.0406301,0.0259263,0.034129,0.999079
1685629178,620543842,-11.3247,41.7856,-136.05,-0.946967,0.321059,0.0132567,-0.320298,-0.946422,0.0411714,0.0257649,0.0347418,0.999064
1685629178,645489053,-11.2171,41.5665,-136.146,-0.946649,0.322015,0.0126978,-0.321256,-0.946068,0.0418281,0.0254822,0.0355173,0.999043
1685629178,670488821,-11.1587,41.3837,-136.226,-0.946309,0.323028,0.0123289,-0.322276,-0.945711,0.0420648,0.0252477,0.035833,0.999038
1685629178,695531499,-11.125,41.2385,-136.306,-0.946078,0.323712,0.0121178,-0.322966,-0.945473,0.0421132,0.0250896,0.0359287,0.999039
1685629178,720513623,-11.1169,41.1012,-136.408,-0.945794,0.324543,0.0120935,-0.323796,-0.945188,0.0421433,0.0251079,0.035943,0.99904
1685629178,745519189,-11.1251,40.8873,-136.458,-0.945543,0.325285,0.0117262,-0.324534,-0.944905,0.0428135,0.0250068,0.0366765,0.999014
1685629178,770464459,-11.1571,40.6044,-136.478,-0.945279,0.326069,0.0112209,-0.325338,-0.94463,0.0427725,0.0245464,0.0367814,0.999019
1685629178,795464026,-11.1807,40.3004,-136.483,-0.945037,0.326782,0.0108473,-0.326063,-0.944378,0.0428105,0.0242337,0.0369207,0.999027
1685629178,820450520,-11.2224,39.9825,-136.478,-0.944752,0.327618,0.0104803,-0.326894,-0.944057,0.0435513,0.0241621,0.0377192,0.998996
1685629178,845495836,-11.2196,39.6583,-136.487,-0.944526,0.328289,0.00980102,-0.327586,-0.943809,0.0437284,0.0236058,0.038092,0.998996
1685629178,870519009,-11.2659,39.3407,-136.49,-0.94427,0.329032,0.00959944,-0.328333,-0.943544,0.0438493,0.0234853,0.0382538,0.998991
1685629178,895428690,-11.3289,39.023,-136.479,-0.943993,0.329834,0.00929141,-0.329136,-0.943243,0.044303,0.0233767,0.0387636,0.998976
1685629178,920449488,-11.4216,38.7641,-136.491,-0.943781,0.330447,0.00910347,-0.329757,-0.943028,0.0442482,0.0232065,0.0387587,0.998979
1685629178,945467490,-11.4993,38.5453,-136.502,-0.943609,0.330947,0.00868445,-0.330278,-0.942857,0.0440031,0.0227509,0.0386535,0.998995
1685629178,970468049,-11.5627,38.3312,-136.522,-0.943393,0.331578,0.00812164,-0.33093,-0.942628,0.0440127,0.0222493,0.0388335,0.998999
1685629178,995419420,-11.6477,38.0602,-136.521,-0.943212,0.332104,0.00766171,-0.331465,-0.942421,0.044429,0.0219756,0.0393664,0.998982
1685629179,20481346,-11.7374,37.8161,-136.53,-0.94296,0.332819,0.0076553,-0.332176,-0.942164,0.0445661,0.022045,0.0394811,0.998977
1685629179,45427976,-11.7995,37.5323,-136.514,-0.942748,0.33342,0.00758101,-0.332775,-0.941941,0.0448109,0.0220817,0.0397226,0.998968
1685629179,70414700,-11.7804,37.2546,-136.579,-0.942594,0.333865,0.00720144,-0.333245,-0.9418,0.0442685,0.021562,0.0393273,0.998995
1685629179,95412279,-11.7974,36.9848,-136.625,-0.942353,0.334543,0.00717019,-0.333925,-0.94156,0.0442682,0.0215608,0.039322,0.998995
1685629179,120411412,-11.8421,36.7186,-136.641,-0.942152,0.335111,0.00710111,-0.334486,-0.941341,0.0446781,0.0216567,0.0397184,0.998976
1685629179,145495283,-11.8708,36.3888,-136.616,-0.94196,0.33566,0.00667738,-0.335042,-0.941124,0.045087,0.0214181,0.0402329,0.99896
1685629179,170473689,-11.8664,36.0977,-136.648,-0.941757,0.336237,0.00624557,-0.335642,-0.940922,0.0448339,0.0209514,0.0401263,0.998976
1685629179,195402278,-11.8774,35.8172,-136.66,-0.941557,0.336796,0.00624594,-0.336204,-0.940731,0.0446371,0.0209093,0.0399284,0.998983
1685629179,219465815,-11.8658,35.4867,-136.649,-0.941316,0.337472,0.00613516,-0.336879,-0.940477,0.0448971,0.0209215,0.0401956,0.998973
1685629179,244512831,-11.8716,35.1676,-136.63,-0.941123,0.338009,0.00610976,-0.337414,-0.94028,0.0450014,0.0209558,0.0402903,0.998969
