ROS Seconds,ROS Nanoseconds,X,Y,Z,Rx0,Rx1,Rx2,Ry0,Ry1,Ry2,Rz0,Rz1,Rz2
1685105477,977080076,15.144,12.9055,-189.197,-0.20998,-0.233901,-0.949316,0.147941,-0.967383,0.20563,-0.966449,-0.097264,0.237737
1685105478,1989022,15.1432,12.9037,-189.199,-0.209984,-0.233904,-0.949314,0.147945,-0.967382,0.205631,-0.966447,-0.0972664,0.237741
1685105478,27063289,15.1456,12.9036,-189.203,-0.209944,-0.233921,-0.949318,0.147958,-0.967376,0.20565,-0.966454,-0.0972843,0.237707
1685105478,52017734,15.1449,12.9047,-189.204,-0.209949,-0.233921,-0.949317,0.147972,-0.967375,0.205645,-0.96645,-0.0972969,0.237715
1685105478,77052604,15.1442,12.9019,-189.201,-0.209945,-0.233956,-0.94931,0.147995,-0.967365,0.205676,-0.966449,-0.0973124,0.237721
1685105478,101984957,15.1453,12.907,-189.199,-0.210059,-0.233867,-0.949305,0.147956,-0.967391,0.205583,-0.966428,-0.0972713,0.23781
1685105478,127072468,15.1665,12.8991,-189.231,-0.210149,-0.233759,-0.949312,0.147792,-0.967432,0.205504,-0.966434,-0.0971143,0.237852
1685105478,151960117,15.4412,12.478,-189.365,-0.21004,-0.234635,-0.949121,0.147859,-0.967233,0.206391,-0.966448,-0.0969852,0.237852
1685105478,177040063,15.5111,12.4132,-189.894,-0.210131,-0.237733,-0.94833,0.148318,-0.96651,0.209427,-0.966358,-0.0966472,0.238355
1685105478,201960340,15.5722,12.3343,-189.961,-0.210843,-0.238279,-0.948035,0.147252,-0.966511,0.210174,-0.966366,-0.0952857,0.238871
1685105478,227084361,15.5931,12.2893,-190.007,-0.212564,-0.237138,-0.947936,0.145606,-0.966961,0.209247,-0.966238,-0.093547,0.240072
1685105478,251970434,15.7382,12.3085,-190.236,-0.212969,-0.237391,-0.947782,0.145108,-0.966962,0.209589,-0.966224,-0.0928948,0.240382
1685105478,276989969,15.8039,12.2924,-190.518,-0.214266,-0.238305,-0.947259,0.1458,-0.966721,0.210222,-0.965832,-0.0930668,0.24188
1685105478,301979929,15.7358,12.2126,-190.609,-0.217192,-0.239325,-0.946336,0.146986,-0.966442,0.210675,-0.964999,-0.0933412,0.245082
1685105478,327035485,15.7862,11.9381,-190.862,-0.21745,-0.240606,-0.945953,0.145903,-0.966266,0.212234,-0.965106,-0.0918669,0.245222
1685105478,351955030,15.9303,11.7151,-191.192,-0.216642,-0.241369,-0.945943,0.144268,-0.966231,0.213505,-0.965532,-0.0902153,0.244148
1685105478,377083395,15.9513,11.707,-191.455,-0.217651,-0.24273,-0.945363,0.14532,-0.965846,0.214532,-0.965148,-0.0906868,0.245492
1685105478,401934642,15.9889,11.6282,-191.605,-0.2184,-0.244024,-0.944857,0.144992,-0.965598,0.215867,-0.965028,-0.0898509,0.24627
1685105478,427000284,16.1245,11.5107,-191.656,-0.218773,-0.245073,-0.944499,0.143934,-0.965463,0.217173,-0.965102,-0.0884333,0.246493
1685105478,451953460,16.3102,11.4568,-191.938,-0.217893,-0.245831,-0.944504,0.142723,-0.96538,0.218339,-0.96548,-0.0872281,0.245433
1685105478,476978325,16.3679,11.4457,-192.164,-0.219137,-0.246353,-0.944081,0.142857,-0.965273,0.218724,-0.965179,-0.0869377,0.24672
1685105478,501901650,16.3824,11.3549,-192.277,-0.222207,-0.246947,-0.943209,0.144644,-0.965038,0.218587,-0.964212,-0.0878576,0.25016
1685105478,525965844,16.4357,11.1231,-192.438,-0.222728,-0.24812,-0.942776,0.144031,-0.964832,0.219897,-0.964181,-0.0868121,0.25063
1685105478,551987698,16.5554,10.9866,-192.76,-0.221627,-0.248173,-0.943022,0.141465,-0.965024,0.220717,-0.964815,-0.084488,0.248983
1685105478,575939765,16.6244,10.9688,-193.096,-0.222816,-0.248102,-0.942761,0.141632,-0.965051,0.220494,-0.964517,-0.0843952,0.250167
1685105478,600929210,16.6879,10.8605,-193.269,-0.224917,-0.249113,-0.941996,0.143205,-0.964719,0.220929,-0.963797,-0.0852079,0.252657
1685105478,625931614,16.7668,10.7472,-193.471,-0.225254,-0.25064,-0.94151,0.142643,-0.964416,0.222611,-0.963802,-0.0841553,0.252992
1685105478,650964293,16.7713,10.7855,-193.635,-0.224584,-0.251493,-0.941441,0.141675,-0.964283,0.223798,-0.9641,-0.0831181,0.252191
1685105478,675952555,16.7923,10.8364,-193.798,-0.22554,-0.251784,-0.941136,0.141194,-0.964275,0.224138,-0.963949,-0.0823309,0.253034
1685105478,700925515,16.848,10.7042,-193.972,-0.226932,-0.252277,-0.940669,0.141905,-0.964125,0.224334,-0.963517,-0.0825777,0.254589
1685105478,725935864,16.9481,10.4963,-194.163,-0.226406,-0.253481,-0.940472,0.141118,-0.963893,0.225821,-0.963756,-0.0815906,0.254002
1685105478,751027294,16.9804,10.4477,-194.592,-0.225363,-0.254287,-0.940506,0.139405,-0.963822,0.227187,-0.964251,-0.0799109,0.252662
1685105478,775969492,17.051,10.54,-194.783,-0.227142,-0.253285,-0.940347,0.140289,-0.964025,0.225776,-0.963704,-0.0806374,0.254504
1685105478,800922264,17.1102,10.481,-194.722,-0.229442,-0.253389,-0.939761,0.141896,-0.963911,0.225256,-0.962924,-0.0816653,0.257117
1685105478,825914517,17.0687,10.4147,-194.815,-0.23018,-0.254058,-0.9394,0.141885,-0.963767,0.225882,-0.96275,-0.0812929,0.257888
1685105478,850965254,17.0729,10.3846,-194.995,-0.229127,-0.255476,-0.939272,0.141144,-0.963465,0.227625,-0.963109,-0.0804178,0.256815
1685105478,875956699,17.0649,10.4281,-194.984,-0.230341,-0.254906,-0.939131,0.141023,-0.963638,0.22697,-0.962838,-0.0801581,0.257913
1685105478,900920139,17.04,10.3535,-195.07,-0.231971,-0.255166,-0.93866,0.141913,-0.963533,0.226857,-0.962316,-0.0805835,0.259725
1685105478,925953812,17.0439,10.144,-195.171,-0.230929,-0.256739,-0.938486,0.141271,-0.963184,0.228734,-0.962659,-0.07976,0.258696
1685105478,950990053,17.0166,10.0368,-195.39,-0.22978,-0.257742,-0.938494,0.139785,-0.963038,0.230258,-0.963152,-0.0782786,0.257315
1685105478,975937276,17.0069,10.0933,-195.514,-0.231327,-0.256968,-0.938326,0.140559,-0.963195,0.229127,-0.962669,-0.078887,0.258931
1685105479,913194,17.1187,9.95114,-195.544,-0.231511,-0.257797,-0.938053,0.141147,-0.962947,0.229804,-0.962538,-0.0792016,0.25932
1685105479,25892767,17.1154,9.85641,-195.655,-0.231554,-0.258157,-0.937943,0.140287,-0.96293,0.230401,-0.962654,-0.0782312,0.259187
1685105479,50920524,17.0679,9.81353,-195.781,-0.231599,-0.258733,-0.937774,0.139487,-0.962854,0.231205,-0.96276,-0.0772603,0.259086
1685105479,75936502,17.0123,9.8172,-195.782,-0.232439,-0.258796,-0.937548,0.140385,-0.962783,0.230957,-0.962426,-0.0779346,0.260118
1685105479,100926500,17.0257,9.73559,-195.789,-0.233085,-0.258829,-0.937379,0.140333,-0.962792,0.230951,-0.962278,-0.0777143,0.260734
1685105479,125976415,17.2429,9.56812,-195.65,-0.232112,-0.259014,-0.937569,0.141254,-0.962652,0.230974,-0.962378,-0.0788235,0.26003
1685105479,150921290,17.0296,9.85761,-195.671,-0.232208,-0.258218,-0.937766,0.140084,-0.962945,0.230463,-0.962526,-0.0778506,0.259777
1685105479,175896643,17.0308,9.80382,-195.737,-0.232397,-0.258551,-0.937626,0.140014,-0.962872,0.23081,-0.96249,-0.077641,0.259969
1685105479,200847346,17.0255,9.7582,-195.775,-0.232664,-0.258928,-0.937455,0.140182,-0.962771,0.231129,-0.962401,-0.0776385,0.260299
1685105479,225848253,17.0084,9.71328,-195.804,-0.232844,-0.259272,-0.937316,0.140052,-0.9627,0.231502,-0.962377,-0.0773694,0.260471
1685105479,250856799,16.9877,9.67466,-195.831,-0.232991,-0.25964,-0.937178,0.139933,-0.962622,0.231901,-0.962359,-0.0771108,0.260615
