20
0, 0, 40, 0, -180, -218.4
0.460879, 0, 40, 0, -180, -218.4
0.921759, 0, 40, 0, -180, -218.4
1.38264, 0, 40, 0, -180, -218.4
1.84352, 0, 40, 0, -180, -218.4
2.3044, 0, 40, 0, -180, -218.4
2.76528, 0, 40, 0, -180, -218.4
3.22616, 0, 40, 0, -180, -218.4
3.68703, 0, 40, 0, -180, -218.4
4.14791, 0, 40, 0, -180, -218.4
4.60879, 0, 40, 0, -180, -218.4
5.06967, 0, 40, 0, -180, -218.4
5.53055, 0, 40, 0, -180, -218.4
5.99143, 0, 40, 0, -180, -218.4
6.45231, 0, 40, 0, -180, -218.4
6.91319, 0, 40, 0, -180, -218.4
7.37407, 0, 40, 0, -180, -218.4
7.83495, 0, 40, 0, -180, -218.4
8.29583, 0, 40, 0, -180, -218.4
8.75671, 0, 40, 0, -180, -218.4
9.21759, 0, 40, 0, -180, -218.4
9.67847, 0, 40, 0, -180, -218.4
10.1393, 0, 40, 0, -180, -218.4
10.6002, 0, 40, 0, -180, -218.4
11.0611, 0, 40, 0, -180, -218.4
11.522, 0, 40, 0, -180, -218.4
11.9829, 0, 40, 0, -180, -218.4
12.4437, 0, 40, 0, -180, -218.4
12.9046, 0, 40, 0, -180, -218.4
13.3655, 0, 40, 0, -180, -218.4
13.8264, 0, 40, 0, -180, -218.4
14.2873, 0, 40, 0, -180, -218.4
14.7481, 0, 40, 0, -180, -218.4
15.209, 0, 40, 0, -180, -218.4
15.6699, 0, 40, 0, -180, -218.4
16.1308, 0, 40, 0, -180, -218.4
16.5917, 0, 40, 0, -180, -218.4
17.0525, 0, 40, 0, -180, -218.4
17.5134, 0, 40, 0, -180, -218.4
17.9743, 0, 40, 0, -180, -218.4
18.4352, 0, 40, 0, -180, -218.4
18.8961, 0, 40, 0, -180, -218.4
19.3569, 0, 40, 0, -180, -218.4
19.8178, 0, 40, 0, -180, -218.4
20.2787, 0, 40, 0, -180, -218.4
20.7396, 0, 40, 0, -180, -218.4
21.2004, 0, 40, 0, -180, -218.4
21.6613, 0, 40, 0, -180, -218.4
22.1222, 0, 40, 0, -180, -218.4
22.5831, 0, 40, 0, -180, -218.4
23.044, 0, 40, 0, -180, -218.4
23.5048, 0, 40, 0, -180, -218.4
23.9657, 0, 40, 0, -180, -218.4
24.4266, 0, 40, 0, -180, -218.4
24.8875, 0, 40, 0, -180, -218.4
25.3484, 0, 40, 0, -180, -218.4
25.8092, 0, 40, 0, -180, -218.4
26.2701, 0, 40, 0, -180, -218.4
26.731, 0, 40, 0, -180, -218.4
27.1919, 0, 40, 0, -180, -218.4
27.6528, 0, 40, 0, -180, -218.4
28.1136, 0, 40, 0, -180, -218.4
28.5745, 0, 40, 0, -180, -218.4
29.0354, 0, 40, 0, -180, -218.4
29.4963, 0, 40, 0, -180, -218.4
29.9572, 0, 40, 0, -180, -218.4
30.418, 0, 40, 0, -180, -218.4
30.8789, 0, 40, 0, -180, -218.4
31.3398, 0, 40, 0, -180, -218.4
31.8007, 0, 40, 0, -180, -218.4
32.2616, 0, 40, 0, -180, -218.4
32.7224, 0, 40, 0, -180, -218.4
33.1833, 0, 40, 0, -180, -218.4
33.6442, 0, 40, 0, -180, -218.4
34.1051, 0, 40, 0, -180, -218.4
34.5659, 0, 40, 0, -180, -218.4
35.0268, 0, 40, 0, -180, -218.4
35.4877, 0, 40, 0, -180, -218.4
35.9486, 0, 40, 0, -180, -218.4
36.4095, 0, 40, 0, -180, -218.4
36.8703, 0, 40, 0, -180, -218.4
37.3312, 0, 40, 0, -180, -218.4
37.7921, 0, 40, 0, -180, -218.4
38.253, 0, 40, 0, -180, -218.4
38.7139, 0, 40, 0, -180, -218.4
39.1747, 0, 40, 0, -180, -218.4
39.6356, 0, 40, 0, -180, -218.4
40.0965, 0, 40, 0, -180, -218.4
40.5574, 0, 40, 0, -180, -218.4
41.0183, 0, 40, 0, -180, -218.4
41.4791, 0, 40, 0, -180, -218.4
41.94, 0, 40, 0, -180, -218.4
42.4009, 0, 40, 0, -180, -218.4
42.8618, 0, 40, 0, -180, -218.4
43.3227, 0, 40, 0, -180, -218.4
43.7835, 0, 40, 0, -180, -218.4
44.2444, 0, 40, 0, -180, -218.4
44.7053, 0, 40, 0, -180, -218.4
45.1662, 0, 40, 0, -180, -218.4
45.6271, 0, 40, 0, -180, -218.4
46.0879, 0, 40, 0, -180, -218.4
46.5488, 0, 40, 0, -180, -218.4
47.0097, 0, 40, 0, -180, -218.4
47.4706, 0, 40, 0, -180, -218.4
47.9314, 0, 40, 0, -180, -218.4
48.3923, 0, 40, 0, -180, -218.4
48.8532, 0, 40, 0, -180, -218.4
49.3141, 0, 40, 0, -180, -218.4
49.775, 0, 40, 0, -180, -218.4
50.2358, 0, 40, 0, -180, -218.4
50.6967, 0, 40, 0, -180, -218.4
51.1576, 0, 40, 0, -180, -218.4
51.6185, 0, 40, 0, -180, -218.4
52.0794, 0, 40, 0, -180, -218.4
52.5402, 0, 40, 0, -180, -218.4
53.0011, 0, 40, 0, -180, -218.4
53.462, 0, 40, 0, -180, -218.4
53.9229, 0, 40, 0, -180, -218.4
54.3838, 0, 40, 0, -180, -218.4
54.8446, 0, 40, 0, -180, -218.4
55.3055, 0, 40, 0, -180, -218.4
55.7664, 0, 40, 0, -180, -218.4
56.2273, 0, 40, 0, -180, -218.4
56.6882, 0, 40, 0, -180, -218.4
57.149, 0, 40, 0, -180, -218.4
57.6099, 0, 40, 0, -180, -218.4
58.0708, 0, 40, 0, -180, -218.4
58.5317, 0, 40, 0, -180, -218.4
58.9926, 0, 40, 0, -180, -218.4
59.4534, 0, 40, 0, -180, -218.4
59.9143, 0, 40, 0, -180, -218.4
60.3752, 0, 40, 0, -180, -218.4
60.8361, 0, 40, 0, -180, -218.4
61.297, 0, 40, 0, -180, -218.4
61.7578, 0, 40, 0, -180, -218.4
62.2187, 0, 40, 0, -180, -218.4
62.6796, 0, 40, 0, -180, -218.4
63.1405, 0, 40, 0, -180, -218.4
63.6013, 0, 40, 0, -180, -218.4
64.0622, 0, 40, 0, -180, -218.4
64.5231, 0, 40, 0, -180, -218.4
64.984, 0, 40, 0, -180, -218.4
65.4449, 0, 40, 0, -180, -218.4
65.9057, 0, 40, 0, -180, -218.4
66.3666, 0, 40, 0, -180, -218.4
66.8275, 0, 40, 0, -180, -218.4
67.2884, 0, 40, 0, -180, -218.4
67.7493, 0, 40, 0, -180, -218.4
68.2101, 0, 40, 0, -180, -218.4
68.671, 0, 40, 0, -180, -218.4
69.1319, 0, 40, 0, -180, -218.4
69.1319, 0, 40, 0, -180, -218.4
